f0,Identifier:remoteCandidateId
f28307,Property:DocumentFragment
f28308,WhileStatement:constructor
f28309,Literal:animationstart
f28310,Identifier:endTime
f28311,NewExpression:detail
f28312,Property:displayName
f28313,Literal:unwatch
f28314,TemplateElement:behavior
f28315,CallExpression:operator
f28316,ReturnStatement:previousElementSibling
f28317,FunctionDeclaration:unload
f28318,Property:hasOwnProperty
f28319,FunctionDeclaration:tracker
f28320,Identifier:undefined
f28321,MemberExpression:transferControlToOffscreen
f28322,Identifier:fgColor
f28323,ArrayExpression:example
f28324,Literal:poster
f28325,Identifier:elapsedTime
f28326,Literal:internalSubset
f28327,LogicalExpression:selectionStart
f28328,BinaryExpression:generateKey
f28329,FunctionExpression:createSVGTransform
f28330,CallExpression:URLString
f28331,Property:axes
f28332,Property:isIdentity
f28333,AssignmentExpression:expiryYear
f28334,ReturnStatement:trackid
f28335,UnaryExpression:rowspan
f28336,Property:compatMode
f28337,CallExpression:FontFace
f28338,MemberExpression:PT
f28339,Property:remoteId
f28340,BinaryExpression:files
f28341,NewExpression:ECDH
f28342,UnaryExpression:HTMLAreaElement
f28343,SequenceExpression:DragEvent
f28344,FunctionExpression:keys
f28345,SequenceExpression:ss
f28346,ArrayExpression:RangeError
f28347,VariableDeclarator:reload
f28348,FunctionExpression:error
f28349,MemberExpression:totalRoundTripTime
f28350,MemberExpression:interpretation
f28351,Property:bindRenderbuffer
f28352,IfStatement:controller
f28353,MemberExpression:inert
f28354,FunctionExpression:intercept
f28355,IfStatement:commit
f28356,MemberExpression:sittingToStandingTransform
f28357,VariableDeclarator:requestsSent
f28358,AssignmentExpression:features
f28359,Identifier:setTimeout
f28360,ReturnStatement:credit
f28361,Identifier:preserveAlpha
f28362,Literal:addTextTrack
f28363,Identifier:SVGPathSegCurvetoQuadraticSmoothAbs
f28364,BinaryExpression:touchmove
f28365,UnaryExpression:fill
f28366,CallExpression:referrer
f28367,ConditionalExpression:targetElement
f28368,MemberExpression:setCapture
f28369,BinaryExpression:clearResourceTimings
f28370,NewExpression:denied
f28371,AssignmentExpression:enter
f28372,ConditionalExpression:defaultChecked
f28373,MemberExpression:createRenderbuffer
f28374,Property:commandType
f28375,MemberExpression:force
f28376,FunctionDeclaration:onresize
f28377,AssignmentExpression:webkitSlice
f28378,ArrayExpression:collapse
f28379,Identifier:AuthenticatorAttestationResponse
f28380,Literal:ECDSA
f28381,ConditionalExpression:assign
f28382,SwitchCase:keydown
f28383,ConditionalExpression:caller
f28384,Property:formenctype
f28385,AssignmentExpression:grammars
f28386,ArrayExpression:address
f28387,AssignmentExpression:tabindex
f28388,UnaryExpression:short
f28389,ConditionalExpression:visible
f28390,FunctionExpression:mediaSession
f28391,MemberExpression:Point
f28392,ReturnStatement:sum
f28393,NewExpression:statechange
f28394,Identifier:postMessage
f28395,ArrayExpression:cardNumber
f28396,VariableDeclarator:hash
f28397,SwitchCase:direction
f28398,ReturnStatement:labels
f28399,Identifier:closeMessage
f28400,CallExpression:appName
f28401,MemberExpression:encrypt
f28402,Identifier:channelInterpretation
f28403,CallExpression:drawElements
f28404,ArrayExpression:crash
f28405,ArrayExpression:hardwareConcurrency
f28406,CallExpression:TYPE_MISMATCH_ERR
f28407,Identifier:sliCount
f28408,SwitchCase:relay
f28409,UnaryExpression:response
f28410,Identifier:DataError
f28411,BinaryExpression:Point
f28412,Property:nodeValue
f28413,Property:nonce
f28414,VariableDeclarator:characterSet
f28415,VariableDeclarator:contains
f28416,MemberExpression:createTexture
f28417,ConditionalExpression:onpageshow
f28418,UpdateExpression:top
f28419,CallExpression:voiceschanged
f28420,Literal:object
f28421,Identifier:anticlockwise
f28422,FunctionDeclaration:persist
f28423,UpdateExpression:request
f28424,CallExpression:push
f28425,BinaryExpression:debit
f28426,ArrayExpression:onmouseup
f28427,MemberExpression:resource
f28428,Literal:removedNodes
f28429,CallExpression:MessageError
f28430,FunctionExpression:errorCallback
f28431,CallExpression:uniform4fv
f28432,FunctionDeclaration:deprecation
f28433,ConditionalExpression:ResizeObserver
f28434,FunctionDeclaration:scrollbars
f28435,AssignmentExpression:splitText
f28436,MemberExpression:onstart
f28437,Property:MediaList
f28438,ConditionalExpression:relatedTarget
f28439,ForOfStatement:data
f28440,SwitchCase:scrollLeft
f28441,FunctionExpression:easing
f28442,NewExpression:dx
f28443,ArrayExpression:popup
f28444,Property:getStartTime
f28445,Literal:currentNode
f28446,Identifier:PerformanceTiming
f28447,AssignmentExpression:attributeName
f28448,ArrayExpression:oncanplaythrough
f28449,VariableDeclarator:dirxml
f28450,ArrayExpression:charIndex
f28451,SequenceExpression:headers
f28452,NewExpression:destination
f28453,CallExpression:allpass
f28454,VariableDeclarator:MIN
f28455,MemberExpression:readBuffer
f28456,SwitchCase:packetsSent
f28457,ArrayExpression:getImageData
f28458,ArrayExpression:WritableStream
f28459,MemberExpression:linkProgram
f28460,FunctionDeclaration:put
f28461,FunctionDeclaration:timing
f28462,Property:expires
f28463,NewExpression:readAsDataURL
f28464,MemberExpression:stencilFunc
f28465,BinaryExpression:sorted
f28466,BinaryExpression:closeMessage
f28467,BinaryExpression:data
f28468,ReturnStatement:dst
f28469,SequenceExpression:rp
f28470,Identifier:formTarget
f28471,MemberExpression:playing
f28472,Identifier:SVGRadialGradientElement
f28473,Literal:updateTiming
f28474,Literal:getAsText
f28475,MemberExpression:shippingOption
f28476,CallExpression:async
f28477,ConditionalExpression:clipboard
f28478,SwitchCase:suspend
f28479,Property:OscillatorNode
f28480,MemberExpression:browserLanguage
f28481,CallExpression:HTMLParagraphElement
f28482,Property:VisualViewport
f28483,SwitchCase:any
f28484,MemberExpression:embed
f28485,FunctionDeclaration:device
f28486,SwitchCase:argument
f28487,TemplateElement:reload
f28488,ConditionalExpression:handleEvent
f28489,CallExpression:HTMLDataListElement
f28490,Identifier:Presentation
f28491,Property:SVGRenderingIntent
f28492,Literal:textAlign
f28493,CallExpression:getAudioTracks
f28494,MemberExpression:PaymentAddress
f28495,Identifier:createTextNode
f28496,VariableDeclarator:client
f28497,FunctionDeclaration:radio
f28498,VariableDeclarator:HTMLTrackElement
f28499,SwitchStatement:border
f28500,CallExpression:naturalHeight
f28501,LogicalExpression:pushState
f28502,Identifier:time
f28503,BinaryExpression:deleteIndex
f28504,UnaryExpression:getData
f28505,IfStatement:classList
f28506,BinaryExpression:vspace
f28507,Property:new
f28508,ArrayExpression:setStartBefore
f28509,MemberExpression:ondevicechange
f28510,SwitchCase:wrapKey
f28511,MemberExpression:m14
f28512,MemberExpression:transition
f28513,ArrayExpression:mozPaintCount
f28514,AssignmentExpression:XMLDocument
f28515,Identifier:captureEvents
f28516,ExpressionStatement:responseText
f28517,ReturnStatement:inactive
f28518,MemberExpression:HALF_FLOAT
f28519,ThrowStatement:defer
f28520,Literal:p4
f28521,Literal:StyleSheetList
f28522,Property:getFile
f28523,Identifier:Screen
f28524,MemberExpression:ServiceWorker
f28525,ReturnStatement:dx
f28526,Property:spacing
f28527,ReturnStatement:smooth
f28528,Literal:USB
f28529,CallExpression:scrollLeft
f28530,FunctionDeclaration:animate
f28531,ConditionalExpression:strokeText
f28532,ArrayExpression:Image
f28533,WhileStatement:html
f28534,ReturnStatement:after
f28535,UnaryExpression:prototype
f28536,FunctionDeclaration:setParameters
f28537,Identifier:seeked
f28538,Identifier:codeType
f28539,MemberExpression:getShaderInfoLog
f28540,FunctionExpression:newValue
f28541,Property:curve
f28542,ArrayExpression:offline
f28543,VariableDeclarator:isEnabled
f28544,Literal:transformFeedbackVaryings
f28545,Identifier:onanimationend
f28546,FunctionExpression:rollback
f28547,TemplateElement:mouseleave
f28548,ReturnStatement:negative
f28549,MemberExpression:onbeforeprint
f28550,BinaryExpression:row
f28551,ArrayExpression:scrolling
f28552,Identifier:getCoalescedEvents
f28553,AssignmentExpression:MediaSession
f28554,MemberExpression:onselectionchange
f28555,ArrayExpression:reconnect
f28556,Identifier:requiredExtensions
f28557,Identifier:wifi
f28558,CallExpression:qpSum
f28559,BinaryExpression:changedTouches
f28560,ArrayExpression:AudioTrack
f28561,FunctionDeclaration:valueOf
f28562,Property:badInput
f28563,SwitchCase:format
f28564,ArrayExpression:confidence
f28565,BinaryExpression:measure
f28566,Literal:pose
f28567,NewExpression:rotation
f28568,AssignmentExpression:ipAddress
f28569,Identifier:uniformMatrix2x3fv
f28570,Identifier:pan
f28571,MemberExpression:mozRequestAnimationFrame
f28572,SwitchCase:notifications
f28573,BinaryExpression:digest
f28574,CallExpression:preventDefault
f28575,VariableDeclarator:mozRequestAnimationFrame
f28576,AssignmentExpression:referenceNode
f28577,VariableDeclarator:Gamepad
f28578,VariableDeclarator:force
f28579,Property:responseStart
f28580,CallExpression:vendorSub
f28581,VariableDeclarator:details
f28582,VariableDeclarator:onMessage
f28583,SequenceExpression:step
f28584,ConditionalExpression:seekable
f28585,ConditionalExpression:createOffer
f28586,SwitchStatement:true
f28587,ArrayExpression:microphone
f28588,Identifier:token
f28589,SwitchCase:mozilla
f28590,SwitchCase:Promise
f28591,ConditionalExpression:onpause
f28592,Identifier:gap
f28593,SwitchCase:number
f28594,UnaryExpression:cancelable
f28595,Property:DOMAttributeNameChanged
f28596,ConditionalExpression:recording
f28597,Literal:NOT_FOUND_ERR
f28598,Literal:kernelMatrix
f28599,IfStatement:ext
f28600,MemberExpression:queryCommandSupported
f28601,VariableDeclarator:pseudoElement
f28602,FunctionDeclaration:exact
f28603,LogicalExpression:failed
f28604,SwitchCase:IN
f28605,SwitchCase:onabort
f28606,Property:NOTE
f28607,Literal:DOMRect
f28608,Identifier:clearInterval
f28609,MemberExpression:onwebkitanimationend
f28610,ArrayExpression:shadowBlur
f28611,LogicalExpression:DOMTokenList
f28612,UpdateExpression:col
f28613,Property:uniformMatrix3x2fv
f28614,VariableDeclarator:timelineTime
f28615,ConditionalExpression:unregister
f28616,SwitchCase:dom
f28617,CallExpression:localCandidateId
f28618,MethodDefinition:getSources
f28619,MemberExpression:DOMException
f28620,FunctionExpression:address
f28621,Identifier:currentState
f28622,ForInStatement:defaultStatus
f28623,FunctionExpression:PX
f28624,FunctionDeclaration:createIndex
f28625,VariableDeclarator:setParameter
f28626,IfStatement:fr
f28627,FunctionExpression:endOfStream
f28628,UpdateExpression:arity
f28629,CallExpression:username
f28630,Identifier:cmp
f28631,Identifier:getLineDash
f28632,ArrayExpression:postMessage
f28633,IfStatement:messageType
f28634,Literal:dragenter
f28635,Property:NotFoundError
f28636,VariableDeclarator:globalStorage
f28637,IfStatement:observer
f28638,Property:sessionId
f28639,LogicalExpression:passive
f28640,Property:createDocumentType
f28641,ArrayExpression:IntersectionObserver
f28642,LogicalExpression:expiration
f28643,Literal:returnValue
f28644,ArrayExpression:sizeY
f28645,ArrayExpression:LOADING
f28646,Identifier:pathname
f28647,Literal:clearMark
f28648,BinaryExpression:devicemotion
f28649,FunctionExpression:saveData
f28650,VariableDeclarator:DOMTokenList
f28651,BinaryExpression:onmousemove
f28652,Property:charIndex
f28653,Property:framebufferRenderbuffer
f28654,BinaryExpression:request
f28655,VariableDeclarator:registrations
f28656,BinaryExpression:bubbles
f28657,ArrayExpression:transcript
f28658,AssignmentExpression:ondrop
f28659,FunctionExpression:normalize
f28660,BinaryExpression:deleteDatabase
f28661,ConditionalExpression:pause
f28662,UnaryExpression:webkit
f28663,Property:responseEnd
f28664,Literal:audio
f28665,FunctionDeclaration:onkeyup
f28666,ReturnStatement:pending
f28667,Property:createSession
f28668,CallExpression:onsearch
f28669,Property:linearAcceleration
f28670,BinaryExpression:ltr
f28671,Property:group
f28672,ConditionalExpression:webkitGetAsEntry
f28673,LogicalExpression:back
f28674,VariableDeclarator:mode
f28675,Literal:Credential
f28676,CallExpression:activeElement
f28677,FunctionExpression:print
f28678,CallExpression:files
f28679,Identifier:positionY
f28680,FunctionExpression:double
f28681,Literal:watch
f28682,Literal:navigationStart
f28683,CallExpression:control
f28684,Property:rect
f28685,Literal:emma
f28686,VariableDeclarator:VTTCue
f28687,Literal:baseURI
f28688,Identifier:startTime
f28689,Identifier:numberOfInputs
f28690,Property:frequency
f28691,SwitchCase:childList
f28692,Literal:BroadcastChannel
f28693,MethodDefinition:getKey
f28694,SequenceExpression:origin
f28695,VariableDeclarator:uniform2uiv
f28696,MemberExpression:watch
f28697,LogicalExpression:lName
f28698,BinaryExpression:originalTarget
f28699,ArrayExpression:referrer
f28700,FunctionExpression:font
f28701,ConditionalExpression:btoa
f28702,ArrowFunctionExpression:registrations
f28703,SwitchStatement:transition
f28704,FunctionDeclaration:audio
f28705,FunctionDeclaration:ProcessingInstruction
f28706,LogicalExpression:currentTime
f28707,BinaryExpression:WebGLProgram
f28708,Literal:oldURL
f28709,Property:SecurityPolicyViolationEvent
f28710,ReturnStatement:scope
f28711,AssignmentExpression:colspan
f28712,MemberExpression:scrollWidth
f28713,MemberExpression:splitText
f28714,Property:colno
f28715,ForInStatement:prop
f28716,MemberExpression:validateProgram
f28717,ReturnStatement:sortable
f28718,BinaryExpression:onmspointerdown
f28719,AssignmentExpression:fx
f28720,MemberExpression:CustomElementRegistry
f28721,Literal:speechend
f28722,ConditionalExpression:slide
f28723,CallExpression:ontimeupdate
f28724,Identifier:handle
f28725,AssignmentExpression:link
f28726,SequenceExpression:started
f28727,Literal:onratechange
f28728,Literal:INVALID_NODE_TYPE_ERR
f28729,SwitchStatement:input
f28730,CallExpression:exportKey
f28731,ArrayExpression:xml
f28732,ConditionalExpression:top
f28733,VariableDeclarator:mouseenter
f28734,MethodDefinition:down
f28735,Property:scroll
f28736,Property:usage
f28737,CallExpression:MSGestureHold
f28738,MemberExpression:cuechange
f28739,AssignmentExpression:slot
f28740,FunctionExpression:align
f28741,LogicalExpression:finish
f28742,MemberExpression:accelerometer
f28743,ConditionalExpression:protocols
f28744,MemberExpression:MediaCapabilities
f28745,Property:HTMLAllCollection
f28746,ForInStatement:JSON
f28747,LabeledStatement:rtl
f28748,FunctionDeclaration:getUserData
f28749,IfStatement:Storage
f28750,BinaryExpression:webkitNotification
f28751,FunctionDeclaration:popup
f28752,Identifier:copy
f28753,CallExpression:getTags
f28754,NewExpression:isConnected
f28755,BinaryExpression:domComplete
f28756,MemberExpression:getElementsByTagNameNS
f28757,UnaryExpression:MediaList
f28758,Identifier:BeforeUnloadEvent
f28759,AssignmentExpression:saturate
f28760,BinaryExpression:frameRate
f28761,FunctionDeclaration:getParameters
f28762,MemberExpression:onsuspend
f28763,Property:installing
f28764,LogicalExpression:cardNumber
f28765,ReturnStatement:default
f28766,UnaryExpression:frameElement
f28767,VariableDeclarator:rows
f28768,VariableDeclarator:keydown
f28769,ArrayExpression:charging
f28770,CallExpression:animationiteration
f28771,ReturnStatement:moveTo
f28772,CallExpression:stopImmediatePropagation
f28773,Identifier:successCallback
f28774,Identifier:Components
f28775,AssignmentExpression:autocomplete
f28776,UnaryExpression:HTMLTableCaptionElement
f28777,BinaryExpression:searchParams
f28778,ArrowFunctionExpression:defaultValue
f28779,BinaryExpression:evaluate
f28780,ReturnStatement:getTime
f28781,UnaryExpression:sheet
f28782,ArrayExpression:valuetype
f28783,ArrayExpression:resultIndex
f28784,ArrayExpression:message
f28785,Identifier:__defineGetter__
f28786,FunctionExpression:playing
f28787,IfStatement:keys
f28788,MemberExpression:attributeFilter
f28789,UnaryExpression:exponent
f28790,IfStatement:DeviceOrientationEvent
f28791,VariableDeclarator:patternTransform
f28792,FunctionExpression:png
f28793,AssignmentExpression:orientationchange
f28794,Identifier:supportedContentEncodings
f28795,UnaryExpression:requestFrame
f28796,CallExpression:getMetadata
f28797,BinaryExpression:returnValue
f28798,Property:drawArraysInstancedANGLE
f28799,ArrayExpression:MediaError
f28800,Literal:setScale
f28801,FunctionDeclaration:setEndBefore
f28802,Literal:round
f28803,VariableDeclarator:stdDeviation
f28804,MemberExpression:writeValue
f28805,NewExpression:Text
f28806,UnaryExpression:sender
f28807,FunctionDeclaration:ping
f28808,CallExpression:hasAttribute
f28809,VariableDeclarator:dropEffect
f28810,Property:upper
f28811,BinaryExpression:deltaY
f28812,UpdateExpression:min
f28813,Literal:finish
f28814,Property:maxTouchPoints
f28815,MemberExpression:getAnimations
f28816,MemberExpression:nomatch
f28817,Identifier:IntersectionObserver
f28818,BinaryExpression:Mozilla
f28819,SwitchCase:trace
f28820,BinaryExpression:outerHeight
f28821,Identifier:productVersion
f28822,MemberExpression:loginUrl
f28823,BinaryExpression:webkitdirectory
f28824,LogicalExpression:sheet
f28825,Literal:isProgram
f28826,IfStatement:selectorText
f28827,FunctionExpression:transitionName
f28828,MemberExpression:copy
f28829,BinaryExpression:msMatchesSelector
f28830,Literal:getImageData
f28831,CatchClause:x2
f28832,ConditionalExpression:accuracy
f28833,UnaryExpression:urls
f28834,MemberExpression:entryType
f28835,AssignmentExpression:EncodingError
f28836,Property:skewx
f28837,ArrowFunctionExpression:base
f28838,CallExpression:MediaQueryListEvent
f28839,Identifier:idl
f28840,Identifier:loopStart
f28841,AssignmentExpression:insertAdjacentHTML
f28842,Property:SVGDocument
f28843,Identifier:EXT_disjoint_timer_query_webgl2
f28844,BinaryExpression:animationiteration
f28845,Literal:NotReadableError
f28846,BinaryExpression:m14
f28847,FunctionDeclaration:keyPath
f28848,FunctionExpression:boundary
f28849,MethodDefinition:lines
f28850,Literal:Map
f28851,ConditionalExpression:deadline
f28852,FunctionDeclaration:frozen
f28853,VariableDeclarator:setRotate
f28854,BinaryExpression:ATTRIBUTE_NODE
f28855,ArrayExpression:lower
f28856,ArrayExpression:innerHeight
f28857,Property:WorkerLocation
f28858,CallExpression:appendWindowStart
f28859,ExpressionStatement:form
f28860,MethodDefinition:badge
f28861,CallExpression:off
f28862,MemberExpression:toolbar
f28863,UnaryExpression:create
f28864,UnaryExpression:ImageData
f28865,ArrayExpression:onoffline
f28866,SwitchCase:clip
f28867,NewExpression:Touch
f28868,Property:shipping
f28869,ForInStatement:displayName
f28870,Identifier:onsuspend
f28871,NewExpression:CSS
f28872,Literal:persisted
f28873,MethodDefinition:td
f28874,CallExpression:MSManipulationEvent
f28875,BinaryExpression:HTMLTableCaptionElement
f28876,UnaryExpression:middle
f28877,MemberExpression:removeAsync
f28878,MemberExpression:importScripts
f28879,Property:persisted
f28880,MemberExpression:IDBCursor
f28881,FunctionDeclaration:assert
f28882,BinaryExpression:readonly
f28883,Property:mouseover
f28884,VariableDeclarator:pageLeft
f28885,LogicalExpression:hasOrientation
f28886,VariableDeclarator:cues
f28887,VariableDeclarator:msMatchesSelector
f28888,Literal:SVGFECompositeElement
f28889,Literal:oncuechange
f28890,DoWhileStatement:in
f28891,UnaryExpression:req
f28892,BinaryExpression:darken
f28893,Identifier:IndexedDB
f28894,FunctionDeclaration:continuous
f28895,SwitchCase:endAngle
f28896,AssignmentExpression:openWindow
f28897,Identifier:getTags
f28898,MemberExpression:getVRDisplays
f28899,NewExpression:Counter
f28900,ArrayExpression:XMLHttpRequestEventTarget
f28901,MemberExpression:wifi
f28902,Property:default
f28903,Literal:on
f28904,FunctionDeclaration:getName
f28905,FunctionExpression:pad
f28906,ConditionalExpression:link
f28907,FunctionDeclaration:manifest
f28908,UnaryExpression:files
f28909,Identifier:HTMLFrameSetElement
f28910,SwitchCase:enabled
f28911,MemberExpression:CanvasGradient
f28912,SequenceExpression:scripts
f28913,NewExpression:SpeechRecognition
f28914,TemplateLiteral:username
f28915,AssignmentExpression:ping
f28916,IfStatement:drawImage
f28917,BinaryExpression:domConfig
f28918,NewExpression:onsearch
f28919,BinaryExpression:relList
f28920,ConditionalExpression:deltaX
f28921,ReturnStatement:finished
f28922,MemberExpression:line
f28923,ForInStatement:option
f28924,UnaryExpression:locked
f28925,LabeledStatement:cm
f28926,NewExpression:alpha
f28927,Literal:void
f28928,Literal:WEBGL_compressed_texture_etc
f28929,ReturnStatement:_blank
f28930,CallExpression:rotation
f28931,Property:item
f28932,NewExpression:include
f28933,IfStatement:find
f28934,VariableDeclarator:manual
f28935,FunctionDeclaration:newItem
f28936,BinaryExpression:targetBitrate
f28937,UnaryExpression:languages
f28938,Property:renderRect
f28939,ArrayExpression:webidl
f28940,Identifier:createDynamicsCompressor
f28941,SequenceExpression:pseudo
f28942,AssignmentExpression:contains
f28943,FunctionExpression:fillText
f28944,MemberExpression:getActiveUniformBlockParameter
f28945,NewExpression:files
f28946,ArrayExpression:focusOffset
f28947,AssignmentExpression:clear
f28948,SwitchCase:before
f28949,CallExpression:origin
f28950,NewExpression:maxValue
f28951,VariableDeclarator:passive
f28952,AssignmentExpression:setUserData
f28953,ArrayExpression:shippingOptions
f28954,FunctionExpression:getElementsByTagName
f28955,Literal:subscribe
f28956,Property:HTMLMeterElement
f28957,ArrayExpression:initialTime
f28958,FunctionDeclaration:onsubmit
f28959,FunctionDeclaration:keyCode
f28960,CallExpression:groupId
f28961,AssignmentExpression:milliseconds
f28962,ArrayExpression:OES_texture_float_linear
f28963,CallExpression:custom
f28964,FunctionDeclaration:reason
f28965,LogicalExpression:isPrimary
f28966,Literal:onevent
f28967,ReturnStatement:closed
f28968,UnaryExpression:char
f28969,UpdateExpression:refresh
f28970,VariableDeclarator:javascript
f28971,FunctionDeclaration:hash
f28972,MemberExpression:TouchList
f28973,ArrayExpression:beforescriptexecute
f28974,Identifier:setUserData
f28975,MemberExpression:onaddstream
f28976,CallExpression:usage
f28977,FunctionExpression:strokeText
f28978,UpdateExpression:p1
f28979,Literal:peerconnection
f28980,Literal:outerHTML
f28981,BinaryExpression:stop
f28982,Identifier:onpause
f28983,UnaryExpression:scheme
f28984,FunctionDeclaration:removeChild
f28985,Property:receiver
f28986,ReturnStatement:deadline
f28987,CallExpression:createComment
f28988,UnaryExpression:rect
f28989,MemberExpression:class
f28990,ArrayExpression:dy
f28991,NewExpression:allowpaymentrequest
f28992,Literal:withCredentials
f28993,CallExpression:setRemoteDescription
f28994,MemberExpression:sidebar
f28995,FunctionExpression:magnify
f28996,Literal:timestampOffset
f28997,VariableDeclarator:strings
f28998,MemberExpression:PushRegistration
f28999,BinaryExpression:webgl
f29000,MemberExpression:videoTracks
f29001,FunctionDeclaration:setEnd
f29002,SwitchCase:insertBefore
f29003,NewExpression:codec
f29004,AssignmentExpression:ratio
f29005,ArrayExpression:longdesc
f29006,UnaryExpression:ended
f29007,MemberExpression:onshippingaddresschange
f29008,AssignmentExpression:port2
f29009,BinaryExpression:createElementNS
f29010,LogicalExpression:reload
f29011,Identifier:msWriteProfilerMark
f29012,Literal:toDataURL
f29013,MemberExpression:featureSettings
f29014,LogicalExpression:columnNumber
f29015,ArrayExpression:tooShort
f29016,ArrayExpression:addtrack
f29017,ConditionalExpression:encode
f29018,AssignmentExpression:sort
f29019,MethodDefinition:prerender
f29020,ArrayExpression:contentStyleType
f29021,CallExpression:position
f29022,FunctionExpression:speed
f29023,BinaryExpression:__defineSetter__
f29024,MethodDefinition:getBlob
f29025,Literal:referrerpolicy
f29026,FunctionDeclaration:spawnNotification
f29027,VariableDeclarator:RangeError
f29028,ArrayExpression:cursor
f29029,Identifier:NOT_FOUND_ERR
f29030,ReturnStatement:offsetX
f29031,NewExpression:PresentationRequest
f29032,Identifier:fillRect
f29033,NewExpression:localStorage
f29034,Literal:getProgramInfoLog
f29035,CallExpression:getAsText
f29036,AssignmentExpression:HTMLHtmlElement
f29037,Property:getVideoPlaybackQuality
f29038,UnaryExpression:pageX
f29039,LogicalExpression:requestData
f29040,SequenceExpression:bounds
f29041,SequenceExpression:text
f29042,Property:SVGFESpecularLightingElement
f29043,ForInStatement:method
f29044,NewExpression:option
f29045,SequenceExpression:addEvent
f29046,Identifier:keys
f29047,LogicalExpression:login
f29048,UnaryExpression:cm
f29049,MemberExpression:focusout
f29050,ConditionalExpression:number
f29051,Property:deg
f29052,UpdateExpression:key
f29053,ArrayExpression:selectionDirection
f29054,NewExpression:assert
f29055,ArrayExpression:SVGAnimatedString
f29056,MemberExpression:dom
f29057,ArrayExpression:pending
f29058,ForInStatement:argument
f29059,Identifier:TIMEOUT
f29060,WhileStatement:element
f29061,BinaryExpression:visa
f29062,MemberExpression:stepDown
f29063,ArrayExpression:pointerover
f29064,Identifier:mozResponseArrayBuffer
f29065,MemberExpression:activate
f29066,Property:productId
f29067,AssignmentExpression:fr
f29068,ConditionalExpression:yes
f29069,BinaryExpression:onbeforeprint
f29070,Property:toRange
f29071,VariableDeclarator:Int8Array
f29072,Identifier:tooLong
f29073,SwitchCase:empty
f29074,Property:inherit
f29075,SwitchCase:Notification
f29076,Property:shippingaddresschange
f29077,ArrayExpression:motion
f29078,ArrayExpression:onMSVideoOptimalLayoutChanged
f29079,Identifier:stop
f29080,ArrayExpression:promise
f29081,CallExpression:HTMLUListElement
f29082,Identifier:onstalled
f29083,Literal:Components
f29084,Property:org
f29085,Property:title
f29086,ConditionalExpression:online
f29087,CallExpression:SharedArrayBuffer
f29088,SwitchCase:status
f29089,BinaryExpression:xml
f29090,AssignmentExpression:allowCredentials
f29091,MemberExpression:oncontextmenu
f29092,BinaryExpression:SVGDefsElement
f29093,BinaryExpression:SVGPoint
f29094,ArrayExpression:getQuery
f29095,MemberExpression:pixelDepth
f29096,MemberExpression:COMMENT_NODE
f29097,ForInStatement:ch
f29098,BinaryExpression:scriptURL
f29099,ReturnStatement:cx
f29100,ConditionalExpression:buffered
f29101,Identifier:drawBuffersWEBGL
f29102,IfStatement:png
f29103,VariableDeclarator:uniform2f
f29104,UnaryExpression:rangeMin
f29105,FunctionExpression:scrolling
f29106,Identifier:defaultPrevented
f29107,Identifier:nomatch
f29108,SwitchCase:loop
f29109,VariableDeclarator:moveTo
f29110,Identifier:itemId
f29111,Literal:lineWidth
f29112,MemberExpression:clearStencil
f29113,Property:getVertexAttrib
f29114,ReturnStatement:rtt
f29115,IfStatement:email
f29116,BinaryExpression:speakers
f29117,ArrayExpression:clearMarks
f29118,AssignmentExpression:Headers
f29119,SwitchCase:resume
f29120,Literal:innerHTML
f29121,NewExpression:inputType
f29122,Property:scope
f29123,Literal:disableRemotePlayback
f29124,AssignmentExpression:getFeature
f29125,IfStatement:behavior
f29126,AssignmentExpression:create
f29127,LogicalExpression:targetElement
f29128,MethodDefinition:color
f29129,ArrayExpression:upload
f29130,Property:preventDefault
f29131,BinaryExpression:pointerup
f29132,BinaryExpression:localStorage
f29133,Literal:getAttention
f29134,Identifier:lastPacketSentTimestamp
f29135,CallExpression:numberOfItems
f29136,NewExpression:top
f29137,ConditionalExpression:drawElementsInstancedANGLE
f29138,Property:clearBufferfi
f29139,LogicalExpression:isMap
f29140,SwitchCase:object
f29141,Identifier:MEDIA_ERR_NETWORK
f29142,Literal:getContextAttributes
f29143,MemberExpression:setCustomValidity
f29144,Identifier:numberOfChannels
f29145,FunctionDeclaration:getData
f29146,MemberExpression:aborted
f29147,Identifier:PaymentRequest
f29148,FunctionExpression:positionX
f29149,IfStatement:addListener
f29150,NewExpression:successCallback
f29151,Identifier:scrollX
f29152,AssignmentExpression:audioLevel
f29153,ConditionalExpression:transitionName
f29154,BinaryExpression:ratechange
f29155,ArrayExpression:repeatEvent
f29156,Identifier:vertexAttrib4fv
f29157,VariableDeclarator:exception
f29158,MemberExpression:handleAddressChange
f29159,BinaryExpression:childNodes
f29160,Property:id
f29161,Identifier:hash
f29162,AssignmentExpression:isComposing
f29163,FunctionExpression:node
f29164,ConditionalExpression:turn
f29165,NewExpression:has
f29166,Property:ScrollTo
f29167,ConditionalExpression:copyMove
f29168,FunctionDeclaration:expiration
f29169,FunctionDeclaration:replaceState
f29170,SwitchCase:alternate
f29171,ConditionalExpression:mousemove
f29172,VariableDeclarator:Range
f29173,SequenceExpression:time
f29174,UnaryExpression:m24
f29175,FunctionExpression:uniform
f29176,ReturnStatement:writer
f29177,Literal:SpeechRecognitionError
